"7.30.11 - Bonds with preferential rights (only credit institutions), gross","7.30.11 - Obligasjoner med fortrinnsrett (kun for kredittforetak), brutto",""
"7.30.12 - Own holding in bonds with preferential rights","7.30.12 - Egenbeholdning av obligasjoner med fortrinnsrett",""
"7.30.91 - Other securities debt, gross","7.30.91 - Annen verdipapirgjeld, brutto",""
"7.30.92 - Own holding in other bonds","7.30.92 - Egenbeholdning av andre obligasjoner",""
"7.40.00 - Financial derivatives","7.40.00 - Finansielle derivater",""
"7.50.80 - Loans – securities/repo loans","7.50.80 - lån - verdipapirer/repolån",""
"7.50.90 - Loans – liquidity loans/other loans (bank)","7.50.90 - Lån - likviditetslån / Øvrige lån (bank)",""
"7.82.20 - Tax deductions in connection with own employees","7.82.20 - Skattetrekk knyttet til egne ansatte",""
"7.82.50 - Other debt – Unsettled securities trading","7.82.50 - Annen gjeld - Uoppgjorte verdipapirhandler",""
"7.82.81 - Other debt – Dividend/equity certificate interest, last year","7.82.81 - Annen gjeld - Utbytte/egenkapitalbevisrenter siste år",""
"7.82.82 - Group contributions, last year","7.82.82 - Konsernbidrag siste år",""
"7.82.90 - Other debt – Other current debt","7.82.90 - Annen gjeld - Øvrig kortsiktig gjeld",""
"7.86.10 - 12 months expected credit loss on “fresh” loans and guarantees (step 1)","7.86.10 - 12-mnd. forventet kredittap på ""friske"" utlån og garantier (steg 1)",""
"7.86.30 - Loss provisions as a result of a significant increase in credit risk, without a loss event (step 2)","7.86.30 - Tapsavsetninger som følge av vesentlig økning i kredittrisiko, der det ikke foreligger en tapshendelse (steg 2)",""
"7.86.50 - Loss provisions as a result of a significant increase in credit risk, with a loss event (step 3)","7.86.50 - Tapsavsetninger som følge av vesentlig økning i kredittrisiko, der det foreligger en tapshendelse (steg 3)",""
"7.87.00 - Loss provisions for guarantees at fair value","7.87.00 - Tapsavsetning på garantier til virkelig verdi",""
"7.89.10 - Other liabilities – Premium reserve from reinsurance undertakings","7.89.10 - Andre forpliktelser - Premiedepot fra gjenforsikringsforetak",""
"7.89.21 - Other liabilities – Current tax liabilities","7.89.21 - Andre forpliktelser - Forpliktelser ved periodeskatt",""
"7.89.22 - Other liabilities – Deferred tax liabilities","7.89.22 - Andre forpliktelser - Forpliktelser ved utsatt skatt",""
"7.89.70 - Other liabilities – Pension liabilities","7.89.70 - Andre forpliktelser - Pensjonsforpliktelser",""
"7.89.80 - Other liabilities – Liabilities related to rental agreements","7.89.80 - Andre forpliktelser - Forpliktelser knyttet til leieavtaler",""
"7.89.90 - Other liabilities – Other liabilities","7.89.90 - Andre forpliktelser - Øvrige forpliktelser",""
"8.31.00 - Subordinated loan capital in the form of hybrid capital, net","8.31.00 - Ansvarlig lånekapital i form av fondsobligasjoner, netto",""
"8.39.00 - Subordinated loan capital in the form of interest-bearing, tradeable securities, net","8.39.00 - Ansvarlig lånekapital i form av andre rentebærende, omsettelige verdipapirer, netto",""
"8.39.10 - Subordinated loan capital, senior non-preferred bond loans, net","8.39.10 - Ansvarlig lånekapital, Senior etterstilte obligasjonslån, netto",""
"8.39.90 - Subordinated loan capital, Other loans in the form of tradeable securities, net","8.39.90 - Ansvarlig lånekapital, Øvrige lån i form av omsettelige verdipapirer, netto",""
"8.50.00 - Other subordinated loan capital","8.50.00 - Annen ansvarlig lånekapital",""
"8.61.00 - Premium reserve and pension cost, etc.","8.61.00 - Premiereserve og pensjonskostnad mv.",""
"8.62.00 - Additional provisions","8.62.00 - Tilleggsavsetninger",""
"8.63.00 - Adjustment fund","8.63.00 - Kursreguleringsfond",""
"8.64.00 - Buffer fund","8.64.00 - Bufferfond",""
"8.65.00 - Buffer provisions and adjustment fund","8.65.00 - Bufferavsetning og reguleringsfond",""
"8.66.00 - Premium fund/deposit fund","8.66.00 - Premiefond eller innskuddsfond",""
"8.67.00 - Pensioner’s surplus fund and pension regulation fund","8.67.00 - Pensjonistenes overskuddsfond og pensjonsreguleringsfond",""
"8.68.00 - Technical provisions for non-life insurance activities","8.68.00 - Tekniske avsetninger for skadeforsikringsvirksomheten",""
"8.69.00 - Undistributed surplus funds for insurance contracts","8.69.00 - Ufordelte overskuddsmidler til forsikringskontrakter",""
"8.71.00 - Provisions for non-earned net premium","8.71.00 - Avsetning for ikke opptjent bruttopremie",""
"8.73.00 - Provisions for uncovered risk","8.73.00 - Avsetning for ikke avløpt risiko",""
"8.75.00 - Provision for remaining risk (only under IFRS)","8.75.00 - Avsetning for gjenstående risiko (kun IFRS)",""
"8.76.00 - Provision for incurred losses (only under IFRS)","8.76.00 - Avsetning for inntrufne skader (kun IFRS)",""
"8.78.00 - Gross provisions for insurance liabilities","8.78.00 - Brutto erstatningsavsetning",""
"SAF-T Grouping","SAF-T-gruppering",""
"Select an official reporting group for this account. Leave blank to use the starter-chart or account-type mapping.","Velg en offisiell rapporteringsgruppe for kontoen. La feltet stå tomt for å bruke standardkoblingen fra kontoplanen eller kontotypen.",""
"Search by code or description","Søk etter kode eller beskrivelse",""

"Negative Norwegian sales invoices must be issued through the credit-note workflow.","Negative norske salgsfakturaer må utstedes via kreditnotaflyten.",""

"SAF-T Financial 1.40 XML","SAF-T Financial 1.40 XML",""
"SAF-T Export Successful","SAF-T-eksport fullført",""
"Tax Template","MVA-mal",""
"From Date","Fra dato",""
"To Date","Til dato",""
"Export","Eksport",""
"Export Successful","Eksport fullført",""
"Submitted Norwegian sales invoices cannot be cancelled. Issue a credit note instead.","Innsendte norske salgsfakturaer kan ikke annulleres. Utsted en kreditnota i stedet.",""
"Bank Reconciliation","Bankavstemming",""
"Bank","Bank",""
"Load Bank CSV","Last inn bank-CSV",""
"Select Bank Statement CSV","Velg bankutskrift (CSV)",""
"Bank statement CSV has no header row.","Bankutskriften i CSV-format har ingen overskriftsrad.",""
"Source File","Kildefil",""
"Booking Date Column","Kolonne for bokføringsdato",""
"Amount Column","Beløpskolonne",""
"Currency Column","Valutakolonne",""
"Reference Column","Referansekolonne",""
"Description Column","Beskrivelseskolonne",""
"Counterparty Name Column","Kolonne for motpartsnavn",""
"Counterparty Account Column","Kolonne for motpartskonto",""
"Default Currency","Standardvaluta",""
"Select column","Velg kolonne",""
"Not mapped","Ikke koblet",""
"Unnamed column","Navnløs kolonne",""
"Booking Date","Bokføringsdato",""
"Amount","Beløp",""
"Counterparty","Motpart",""
"Reference / Description","Referanse / beskrivelse",""
"Suggested Document","Foreslått dokument",""
"Party","Part",""
"Candidates","Kandidater",""
"Confidence","Sikkerhet",""
"Evidence","Grunnlag",""
"High","Høy",""
"Medium","Middels",""
"Low","Lav",""
"Manual review","Manuell kontroll",""
"Exact outstanding amount","Eksakt utestående beløp",""
"Invoice number found in bank reference","Fakturanummer funnet i bankreferansen",""
"Counterparty name matches invoice party","Motpartsnavnet samsvarer med fakturaparten",""
"No exact invoice match; review manually.","Ingen eksakt fakturamatch; kontroller manuelt.",""
